ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051893	regulation of focal adhesion assembly	23/4549	68/18860	0.338235294117647	1.40231207893137	1.87375728436553	0.0452915344613659	0.138592630503522	0.0958573728105917	ACVRL1/ARHGAP6/COL16A1/DLC1/EPB41L5/FAM107A/FERMT2/GPM6B/GREM1/KDR/LIMCH1/MACF1/MMP14/MYOC/NRP1/PEAK1/RCC2/RHOD/RNF7/SDC4/TEK/THBS1/TLN1	23
BP	GO:0072348	sulfur compound transport	23/4549	68/18860	0.338235294117647	1.40231207893137	1.87375728436553	0.0452915344613659	0.138592630503522	0.0958573728105917	ABCC1/ABCC5/ABCG2/LRRC8D/RACGAP1/SLC16A6/SLC19A3/SLC1A1/SLC1A4/SLC22A1/SLC22A4/SLC25A10/SLC25A39/SLC26A6/SLC26A9/SLC35F3/SLC3A2/SLC43A2/SLC44A4/SLC5A6/SLC6A11/SLC7A11/SLC7A5	23
BP	GO:0090109	regulation of cell-substrate junction assembly	23/4549	68/18860	0.338235294117647	1.40231207893137	1.87375728436553	0.0452915344613659	0.138592630503522	0.0958573728105917	ACVRL1/ARHGAP6/COL16A1/DLC1/EPB41L5/FAM107A/FERMT2/GPM6B/GREM1/KDR/LIMCH1/MACF1/MMP14/MYOC/NRP1/PEAK1/RCC2/RHOD/RNF7/SDC4/TEK/THBS1/TLN1	23
BP	GO:0003417	growth plate cartilage development	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	COL27A1/MMP13/NPPC/POC1A/RARA/RARG/SOX9/TGFBR2/TSKU	9
BP	GO:0006837	serotonin transport	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	FCER1G/GPM6B/LILRB1/P2RX1/SLC18A3/SLC22A1/SLC22A3/SLC29A4/SLC6A4	9
BP	GO:0030502	negative regulation of bone mineralization	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	AHSG/CCL3/CCR1/GREM1/RFLNA/RFLNB/SOX9/SRGN/STATH	9
BP	GO:0032874	positive regulation of stress-activated MAPK cascade	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ARL6IP5/INAVA/MAPK8IP2/NOD1/PDCD10/SCIMP/SEMA4C/TGFB2/TLR4	9
BP	GO:0035461	vitamin transmembrane transport	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ABCC5/LRP2/RBP4/SLC19A1/SLC19A3/SLC22A1/SLC44A4/SLC5A6/STRA6	9
BP	GO:0035809	regulation of urine volume	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ADM/AVPR2/DRD2/EDN1/EDNRB/GNAI2/HYAL2/INPP5K/NPR1	9
BP	GO:0045618	positive regulation of keratinocyte differentiation	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ALOX15B/CYP27B1/ETV4/MACROH2A2/NME2/PKP1/PLAAT4/TRIM16/ZBED2	9
BP	GO:0045623	negative regulation of T-helper cell differentiation	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ASCL2/CD69/FOXP3/HLX/SMAD7/STAT5A/TBX21/TNFSF18/TNFSF4	9
BP	GO:0070242	thymocyte apoptotic process	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ADA/BAK1/BCL11B/CHEK2/PTCRA/RAG1/RORC/WNT5A/ZC3H8	9
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ARL6IP5/INAVA/MAPK8IP2/NOD1/PDCD10/SCIMP/SEMA4C/TGFB2/TLR4	9
BP	GO:0071800	podosome assembly	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ARHGEF5/ASB2/BIN2/CSF2/DIAPH3/FSCN1/HCK/KIF9/LCP1	9
BP	GO:0090520	sphingolipid mediated signaling pathway	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	CD69/PIK3CG/PLPP3/S1PR1/S1PR4/S1PR5/SMPD3/SPHK1/SPNS2	9
BP	GO:1904889	regulation of excitatory synapse assembly	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ABI3/IL1RAP/LRFN1/LRFN4/LRRC4B/PRICKLE1/PTPRS/VSTM5/WNT7A	9
BP	GO:1905874	regulation of postsynaptic density organization	9/4549	21/18860	0.428571428571429	1.77684263417392	2.00814969834155	0.0455761174531284	0.138592630503522	0.0958573728105917	ABI3/CDH2/IL1RAP/LILRB2/LRFN1/LRFN4/LRRC4B/PRICKLE1/PTPRS	9
BP	GO:0001553	luteinization	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	FZD4/NR5A1/PTPRN/RETN/SGPL1/STAT5A	6
BP	GO:0001973	G protein-coupled adenosine receptor signaling pathway	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ADA/ADORA2B/GNAI2/NECAB2/P2RY1/P2RY12	6
BP	GO:0002645	positive regulation of tolerance induction	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	FOXJ1/FOXP3/IRAK3/LILRB2/NR5A2/TGFBR2	6
BP	GO:0006705	mineralocorticoid biosynthetic process	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	BMP2/BMP5/BMP6/CACNA1H/CLCN2/DAB2	6
BP	GO:0017038	protein import	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ARHGEF5/B4GALNT2/CLU/FCGR3A/GPIHBP1/PRF1	6
BP	GO:0021889	olfactory bulb interneuron differentiation	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ATF5/DLX5/ROBO2/SALL1/SLIT2/WNT5A	6
BP	GO:0021892	cerebral cortex GABAergic interneuron differentiation	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	DLX1/DLX2/DRD2/LHX6/NKX2-1/RAC3	6
BP	GO:0032308	positive regulation of prostaglandin secretion	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	EDN1/IL1B/P2RX7/PLA2G10/PTGES/TNFSF11	6
BP	GO:0034214	protein hexamerization	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	LRRC8D/NME1/NME4/SPAST/TWNK/UGDH	6
BP	GO:0034350	regulation of glial cell apoptotic process	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	AKAP12/CCL2/CERS6/DLL1/GAS6/TREM2	6
BP	GO:0035588	G protein-coupled purinergic receptor signaling pathway	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ADA/ADORA2B/GNAI2/NECAB2/P2RY1/P2RY12	6
BP	GO:0035812	renal sodium excretion	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	AGTR1/CORIN/DRD2/EDN1/EDNRB/NPR1	6
BP	GO:0043380	regulation of memory T cell differentiation	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	FGL2/HLA-DRA/HLA-DRB1/IL12RB1/IL23A/TNFSF4	6
BP	GO:0043589	skin morphogenesis	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	COL1A1/COL1A2/ITGA2/ITGA6/ITGB4/TP63	6
BP	GO:0044557	relaxation of smooth muscle	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ADORA2B/GUCY1A1/IRAG1/PRKG1/RGS2/SLC8A1	6
BP	GO:0044849	estrous cycle	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	CA12/EGR1/MDK/OPRK1/PCNA/SLC26A6	6
BP	GO:0046051	UTP metabolic process	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	CAD/ENTPD7/NME1/NME2/NME4/NME5	6
BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	ADAMTS12/HGF/MUC20/NRP1/PAK1/STMN1	6
BP	GO:0048484	enteric nervous system development	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	EDNRA/EDNRB/GDNF/HLX/SLC6A4/TLX2	6
BP	GO:0060601	lateral sprouting from an epithelium	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	AR/BMP7/SULF1/TP63/VANGL2/WNT5A	6
BP	GO:0062042	regulation of cardiac epithelial to mesenchymal transition	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	EMP2/ENG/JAG1/TGFB2/TGFBR2/TWIST1	6
BP	GO:0072110	glomerular mesangial cell proliferation	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	BMP7/CFLAR/EGR1/IL6R/PDGFB/SERPINB7	6
BP	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	CD4/CSF2/PDE1B/PDE2A/STAT5A/ZFP36	6
BP	GO:0097012	response to granulocyte macrophage colony-stimulating factor	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	CD4/CSF2/PDE1B/PDE2A/STAT5A/ZFP36	6
BP	GO:1904238	pericyte cell differentiation	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	CD34/GPR4/OSR1/PDGFB/SPI1/TGFB2	6
BP	GO:1904672	regulation of somatic stem cell population maintenance	6/4549	12/18860	0.5	2.0729830732029	2.09620216457349	0.0463091126771634	0.139081408273287	0.0961954351788985	BMP7/HNF1B/LBH/SMO/TAL1/TP63	6
BP	GO:0050954	sensory perception of mechanical stimulus	59/4549	200/18860	0.295	1.22306001318971	1.78798227639982	0.0463524014112224	0.13914528480642	0.096239615281608	BIRC5/CEMIP/CLIC5/CNTN5/COCH/COL11A1/COL11A2/COL1A1/COL2A1/COL4A3/CRYM/CXCL12/DCDC2/DDIT3/DIAPH3/EPYC/ESPN/ESPNL/FYN/FZD4/GJB2/GJB6/GSDME/HOXA1/HPN/ITGA2/KCNK2/KCNQ1/LHFPL3/LRIG3/LRP2/MYO3B/MYO7A/NDUFB9/PGAP1/PHF24/PIEZO2/RIPOR2/ROR1/SERPINB6/SERPINE2/SIX1/SLC52A3/SNAI2/SOBP/SPNS2/TBL1X/TBX1/TFAP2A/TIMM10/TIMM8B/TMIE/TMTC4/TRPA1/USH1C/USH1G/USP53/WFS1/WHRN	59
BP	GO:0030851	granulocyte differentiation	16/4549	44/18860	0.363636363636364	1.50762405323847	1.90058451424538	0.0466850330230369	0.139182026332167	0.0962650274995475	C1QC/CITED2/CSF2/CSF3/EVI2B/FAM3C/GATA2/INPP5D/LEF1/PRDM16/RARA/SPI1/STAT5A/TAL1/TRIB1/ZBTB46	16
BP	GO:0045454	cell redox homeostasis	16/4549	44/18860	0.363636363636364	1.50762405323847	1.90058451424538	0.0466850330230369	0.139182026332167	0.0962650274995475	BOLA1/BOLA2B/BOLA3/DDIT3/ERO1A/GCLC/GLRX3/GSR/HVCN1/NQO1/PRDX1/PRDX2/PRDX4/SLC11A1/TXN/TXNRD1	16
BP	GO:0060236	regulation of mitotic spindle organization	16/4549	44/18860	0.363636363636364	1.50762405323847	1.90058451424538	0.0466850330230369	0.139182026332167	0.0962650274995475	BORA/CEP97/DRG1/FSD1/GPSM2/HSPA1B/NUP62/PLK1/PSRC1/RAE1/RCC1/RIPOR2/SASS6/STIL/TACC3/TPX2	16
BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	16/4549	44/18860	0.363636363636364	1.50762405323847	1.90058451424538	0.0466850330230369	0.139182026332167	0.0962650274995475	C1QBP/CASS4/CRKL/DAB2/FERMT2/FGG/LIMS2/MDK/MYADM/MYOC/NEDD9/NRP1/OLFM4/PREX1/RAC3/UNC13D	16
BP	GO:0046434	organophosphate catabolic process	73/4549	253/18860	0.288537549407115	1.19626691180879	1.77195006372745	0.0467649538167496	0.139182026332167	0.0962650274995475	ACOT7/ADA/ALDOA/ALDOC/APOC1/DCTPP1/DDIT4/DNPH1/DPYD/EIF6/ENO1/ENO2/ENO3/ENPP2/ENTPD2/ENTPD3/ENTPD7/ENTPD8/FBP1/FOXK2/GAPDH/GDA/GPD1/GPD1L/GPI/GPR87/HK2/HK3/HPRT1/KAT2B/LDHA/LDLR/LIPA/NME1/NT5M/NUDT10/NUDT11/NUDT8/NUPR1/OGDHL/P2RX7/PDE2A/PDE4A/PDE4D/PDE5A/PDE7B/PDE8B/PFKFB2/PFKFB4/PFKP/PGAM1/PGK1/PKM/PLA2G10/PLA2G4C/PLA2G4D/PLA2G4F/PLA2G5/PLD1/PNPLA6/PNPLA7/PRXL2C/RAN/SAMHD1/SLC4A4/SMPD3/SMPD4/SMUG1/TDG/TPI1/UCHL1/UNG/XDH	73
BP	GO:0002031	G protein-coupled receptor internalization	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ADM/APELA/APLN/APLNR/ARRB1/ARRB2/DRD2/NECAB2	8
BP	GO:0003159	morphogenesis of an endothelium	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ACVRL1/ADAMTS12/CXCL10/DLL4/FOXP1/ITGAX/RHOB/STARD13	8
BP	GO:0007076	mitotic chromosome condensation	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	KMT5A/NCAPD2/NCAPD3/NCAPG/NCAPH/PLK1/SMC2/SMC4	8
BP	GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	CAD/CTPS1/ENTPD7/NME1/NME2/NME4/NME5/UCK2	8
BP	GO:0010544	negative regulation of platelet activation	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ADAMTS18/ALOX12/CD9/PDGFB/PRKG1/SERPINE2/SH2B3/UBASH3B	8
BP	GO:0010713	negative regulation of collagen metabolic process	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	CIITA/CST3/CYGB/IL6/IL6R/KLF15/NPPC/RAP1A	8
BP	GO:0014841	skeletal muscle satellite cell proliferation	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ANGPT1/CFLAR/DSN1/EPHB1/FGF2/MEGF10/NDC80/SIX1	8
BP	GO:0019184	nonribosomal peptide biosynthetic process	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	BDH2/CHAC1/CHAC2/GCLC/GCLM/GSS/SLC1A1/SLC7A11	8
BP	GO:0032328	alanine transport	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	SFXN1/SLC1A4/SLC38A1/SLC38A4/SLC3A2/SLC6A14/SLC7A5/SLC7A8	8
BP	GO:0042448	progesterone metabolic process	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ADM/AKR1C1/AKR1C2/AKR1C3/AKR1C4/EGR1/LHB/SRD5A1	8
BP	GO:0046040	IMP metabolic process	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ADSL/ADSS1/ATIC/GART/HPRT1/PAICS/PPAT/XDH	8
BP	GO:0052548	regulation of endopeptidase activity	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	A2ML1/CR1/FETUB/GAPDH/SERPINB13/SERPINB3/SPOCK3/VSIR	8
BP	GO:0060039	pericardium development	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	BMP2/BMP5/BMP7/DLL4/FLRT3/HEG1/TBX5/WNT5A	8
BP	GO:0061154	endothelial tube morphogenesis	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ACVRL1/ADAMTS12/CXCL10/DLL4/FOXP1/ITGAX/RHOB/STARD13	8
BP	GO:0070942	neutrophil mediated cytotoxicity	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	CTSG/CXCL6/DNASE1L3/F2RL1/NCF1/POMC/SCNN1B/TREM1	8
BP	GO:0090494	dopamine uptake	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	DRD2/DRD4/GDNF/RAB3B/SLC22A1/SLC22A3/SLC29A4/SLC6A2	8
BP	GO:1905209	positive regulation of cardiocyte differentiation	8/4549	18/18860	0.444444444444444	1.8426516206248	2.01652272685767	0.0469482244236994	0.139182026332167	0.0962650274995475	ARRB2/GPER1/KAT2A/MEF2C/NKX2-5/TBX5/TGFB2/WNT3A	8
BP	GO:0060603	mammary gland duct morphogenesis	13/4549	34/18860	0.382352941176471	1.58522235009634	1.92558920670287	0.0470810928968906	0.139182026332167	0.0962650274995475	AR/AREG/CSF1/CSF1R/DDR1/KDM5B/MSX2/NTN1/PERP/PHB2/SCRIB/TFAP2C/WNT5A	13
BP	GO:2000736	regulation of stem cell differentiation	28/4549	86/18860	0.325581395348837	1.34984944301584	1.8333032717469	0.0471944862173683	0.139182026332167	0.0962650274995475	CDK6/EZH2/FGF2/GDNF/HDAC1/HDAC2/HES1/JAG1/KDM3A/LBH/MTA1/NKX2-5/NR5A2/NSUN2/PRICKLE1/PRKDC/PUS7/SLC4A11/SMYD5/SOX17/SOX9/TACSTD2/TBX5/TCF15/TGFB2/TGFBR2/TMSB4X/WNT3	28
BP	GO:0009209	pyrimidine ribonucleoside triphosphate biosynthetic process	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	CAD/CTPS1/NME1/NME2/NME4/NME5/UCK2	7
BP	GO:0014029	neural crest formation	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	EDN1/EDNRA/GSC/KBTBD8/PDCD6/SOX9/TCOF1	7
BP	GO:0031632	positive regulation of synaptic vesicle fusion to presynaptic active zone membrane	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ERC2/RPH3AL/SYT1/SYT13/SYT2/SYT5/SYT7	7
BP	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	CAMP/IL17D/IL1B/IL23A/ISL1/LILRA2/PAEP	7
BP	GO:0032736	positive regulation of interleukin-13 production	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	HLA-E/IL1RAP/IL33/PRKCZ/RARA/TNFSF4/TSLP	7
BP	GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	BRCA1/ISL1/KANK2/LBH/PHB2/TP63/ZNF366	7
BP	GO:0042492	gamma-delta T cell differentiation	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	EGR3/JAG2/LEF1/NCKAP1L/PTPRC/SOX4/STAT5A	7
BP	GO:0048715	negative regulation of oligodendrocyte differentiation	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	DAAM2/DLX1/DLX2/HES1/ID2/ID4/NKX6-1	7
BP	GO:0050930	induction of positive chemotaxis	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	AGER/ARTN/CXCL12/IL16/PGF/SCG2/VEGFD	7
BP	GO:0051081	nuclear membrane disassembly	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ATR/CDC25A/CDK1/CHEK1/PLK1/PRKCB/VRK1	7
BP	GO:0060572	morphogenesis of an epithelial bud	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	AR/BMP7/RDH10/SULF1/TP63/WNT2/WNT5A	7
BP	GO:0070243	regulation of thymocyte apoptotic process	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ADA/BCL11B/PTCRA/RAG1/RORC/WNT5A/ZC3H8	7
BP	GO:0070424	regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	BIRC3/HSPA1B/PTPN22/SLC15A2/SLC15A3/SLC46A2/TLR4	7
BP	GO:0090235	regulation of metaphase plate congression	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	AURKB/BIRC5/CDCA8/CDK1/INCENP/KAT2B/SPAG5	7
BP	GO:0097152	mesenchymal cell apoptotic process	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	BMP7/EDNRA/HNF1B/HOXA13/MSX2/SOX9/TBX1	7
BP	GO:0099502	calcium-dependent activation of synaptic vesicle fusion	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ERC2/RPH3AL/SYT1/SYT13/SYT2/SYT5/SYT7	7
BP	GO:1901634	positive regulation of synaptic vesicle membrane organization	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ERC2/RPH3AL/SYT1/SYT13/SYT2/SYT5/SYT7	7
BP	GO:1901836	regulation of transcription of nucleolar large rRNA by RNA polymerase I	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	DDX11/IPPK/MACROH2A2/MARS1/NOL11/SIRT7/SMARCB1	7
BP	GO:1905809	negative regulation of synapse organization	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ARHGEF15/DKK1/EPHA7/NEGR1/ROBO2/TLR2/WNT5A	7
BP	GO:2000052	positive regulation of non-canonical Wnt signaling pathway	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	DAB2/DKK1/LBX2/NKD1/RSPO3/WNT5A/WNT5B	7
BP	GO:2000288	positive regulation of myoblast proliferation	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	FGF7/FGFBP1/GATA6/MEGF10/PAX7/SIX1/SOX15	7
BP	GO:2000320	negative regulation of T-helper 17 cell differentiation	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	ASCL2/CD69/FOXP3/SMAD7/STAT5A/TBX21/TNFSF18	7
BP	GO:2000328	regulation of T-helper 17 cell lineage commitment	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	CD69/IL12RB1/IL23A/OPA1/STAT5A/TBX21/TNFSF18	7
BP	GO:2001028	positive regulation of endothelial cell chemotaxis	7/4549	15/18860	0.466666666666667	1.93478420165604	2.04193178944419	0.0474218868006261	0.139182026332167	0.0962650274995475	FGF18/FGF2/HSPB1/KDR/PRKD1/SEMA5A/TMSB4X	7
BP	GO:0014902	myotube differentiation	42/4549	137/18860	0.306569343065693	1.27102611787623	1.79500646513359	0.047725854483153	0.140009133927133	0.0968370951542058	ADAM12/ATP11A/B4GALNT2/BARX2/BDNF/CACNA1H/CAV2/CD53/CD81/CD9/CFLAR/CXCL10/DOCK2/EHD1/EHD2/KEL/KLF5/MAMSTR/MEF2C/MMP14/MYOD1/NFATC2/NKX2-5/NLN/PPIF/PTGFRN/RBM38/RCAN1/RIPOR2/RYR1/SCGB3A1/SHOX2/SIX1/SIX4/SMO/SORT1/STAC3/TBX1/TMEM119/TMEM182/TNFSF14/WNT10B	42
BP	GO:0045911	positive regulation of DNA recombination	26/4549	79/18860	0.329113924050633	1.36449518742469	1.83032535383894	0.0481025727477382	0.14104879684128	0.0975561763578503	ACTL6A/ATAD5/EXOSC3/FANCB/H2AX/HMCES/KMT5C/MAD2L2/MRGBP/MSH2/NSD2/PARP1/PMS2/PRMT1/PTPRC/RAD51AP1/RNF126/RUVBL1/SKP2/TBX21/TFRC/TIMELESS/TNFSF13/TNFSF4/WAS/YEATS4	26
BP	GO:0035272	exocrine system development	18/4549	51/18860	0.352941176470588	1.4632821693197	1.86779895527888	0.0482860176131934	0.141389872705176	0.0977920809375049	BMP7/CLCN2/EDAR/EGFR/FGF7/HGF/IGSF3/LAMA1/NR5A2/NRP1/NTN4/PLXND1/POLB/RAB26/SNAI2/SOX9/TGFB2/TGM2	18
BP	GO:0048538	thymus development	18/4549	51/18860	0.352941176470588	1.4632821693197	1.86779895527888	0.0482860176131934	0.141389872705176	0.0977920809375049	BCL11B/CCNB2/CITED2/CRKL/EPHB3/FADD/FOXE1/FOXI3/FOXN1/HES1/JARID2/LMO4/PRDX2/RAG1/SIX1/SIX4/SLC46A2/TBX1	18
